Route,Location,URL,"Avg Stars","Your Stars","Route Type",Rating,Pitches,Length,"Area Latitude","Area Longitude"
"Observation Point","Second Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120042277/observation-point,2.5,-1,Trad,"5.9 R",5,575,37.75023,-119.59906
"Captain Hook, Left","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107436602/captain-hook-left,2.5,-1,Trad,5.7,1,60,37.73009,-119.63786
"Dynamo Hum","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122471391/dynamo-hum,2.5,-1,Trad,5.11d,1,100,37.74268,-119.60709
"Lacerated Sky","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119697354/lacerated-sky,2.5,-1,Trad,5.10b,1,60,37.74908,-119.58015
"Hershey Highway","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107161826/hershey-highway,2.5,-1,Trad,5.8,1,120,37.74702,-119.56893
"Dynamic Doubles","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120144718/dynamic-doubles,2.5,-1,Trad,"5.9 PG13",2,200,37.73059,-119.619
"Benzoin and Edges AKA The Testes Squeeze","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112270088/benzoin-and-edges-aka-the-testes-squeeze,2.5,-1,Trad,"5.10c R",1,160,37.74702,-119.56893
"Bikini Beach Party","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106761811/bikini-beach-party,2.1,-1,Trad,"5.9 R",1,100,37.72843,-119.62458
"Mouse King","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111133732/mouse-king,2.1,-1,Trad,5.9,2,400,37.73059,-119.619
"La Arista","Little John and La Cosita > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106713005/la-arista,2.1,-1,"Trad, Sport",5.10c,1,50,37.72953,-119.63752
"Grape Race","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117928495/grape-race,2.3,-1,"Trad, Aid","5.9 A2+",12,1500,37.73051,-119.63828
Blackballed,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109644617/blackballed,2.1,-1,Sport,5.10b,1,80,37.7507,-119.59446
"Fine Line","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107508871/fine-line,1.6,-1,Trad,5.10a,1,90,37.74724,-119.57128
"Yosemite Point Buttress","Yosemite Point > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105916892/yosemite-point-buttress,2.1,-1,Trad,"5.9+ PG13",14,2000,37.75452,-119.5928
"Cid's Embrace","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106581859/cids-embrace,2.0,-1,Trad,5.8,1,110,37.74268,-119.60709
"Volland Route","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122025747/volland-route,2.3,-1,Trad,5.9,1,90,37.74908,-119.58015
"Krovy Rookers","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107509775/krovy-rookers,2.0,-1,Trad,5.10b,1,90,37.74724,-119.57128
"Unknown Arete","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108104379/unknown-arete,2.1,-1,"Trad, TR","5.9 PG13",1,200,37.74499,-119.5999
"Out To Lunch","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/122570184/out-to-lunch,2.3,-1,Trad,5.9,1,115,37.73059,-119.619
"Simian Sex","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106612664/simian-sex,2.1,-1,Trad,5.10d,1,120,37.72965,-119.62316
Deviltry,"Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113973115/deviltry,2.3,-1,Trad,"5.11a PG13",1,70,37.74873,-119.57265
"Try Again Ledge","First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106791597/try-again-ledge,1.7,-1,Trad,5.8,2,250,37.74798,-119.59857
"Haley's Little Warm-up","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874439/haleys-little-warm-up,2.3,-1,Trad,5.10d,1,,37.74908,-119.58015
"Chow Chow Chow","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111876104/chow-chow-chow,2.3,-1,Trad,5.10c,1,110,37.72965,-119.62316
"Anxiety with a view","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120745543/anxiety-with-a-view,2.2,-1,"Trad, TR","5.11a R",1,70,37.72875,-119.63724
"Loggerhead Ledge Route","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106612628/loggerhead-ledge-route,1.9,-1,Trad,5.7,3,240,37.72965,-119.62316
"Pterodactyl Terrace, Left","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105874504/pterodactyl-terrace-left,2.2,-1,Trad,5.10a,1,,37.72875,-119.63724
"He Can't Shout, Don't Hear You","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105875241/he-cant-shout-dont-hear-you,2.2,-1,Trad,5.7,1,,37.7263,-119.64275
"The Bluffer","Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107106290/the-bluffer,2.2,-1,Trad,5.11a,1,85,37.72855,-119.63636
"Conquest of the Stud Monkey","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107017423/conquest-of-the-stud-monkey,2.0,-1,Trad,5.10a,1,,37.72965,-119.62316
Fecophilia,"5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108192257/fecophilia,1.9,-1,Trad,"5.9 R",4,400,37.73059,-119.619
"Lieback Route","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105878830/lieback-route,1.6,-1,Trad,5.8,1,,37.7507,-119.59446
"Butthole Climbers","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112418740/butthole-climbers,1.8,-1,"Trad, TR","5.10c/d R",1,80,37.7507,-119.59446
"Sultans of Sling","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117506050/sultans-of-sling,2.0,-1,"Trad, TR","5.10c PG13",1,110,37.7507,-119.59446
"Leisure Time","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106967003/leisure-time,2.0,-1,Trad,5.10b,1,80,37.7263,-119.64275
"Royal Prerogative","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106655559/royal-prerogative,1.9,-1,Trad,5.9,1,90,37.74724,-119.57128
"Permanent Waves","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/115323471/permanent-waves,2.0,-1,Trad,"5.10b R",2,,37.74873,-119.57265
"Barney's Rubble","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118040927/barneys-rubble,2.0,-1,Sport,"5.10c/d PG13",1,80,37.74724,-119.57128
"Off Route Direct","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117325806/off-route-direct,2.0,-1,Trad,5.11c,14,2000,37.74724,-119.57128
"The Violent Bear It Away","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108063275/the-violent-bear-it-away,2.0,-1,Trad,5.10c,1,160,37.74724,-119.57128
"Caught at the Lip","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110239709/caught-at-the-lip,2.0,-1,Sport,5.11-,1,100,37.72843,-119.62458
"Seedy Leads","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107863274/seedy-leads,2.0,-1,Trad,5.11a,1,150,37.72875,-119.63724
Squeeze-n-Tease,"4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107033023/squeeze-n-tease,2.0,-1,Trad,5.8,1,60,37.7263,-119.64275
"L.D. Getaway","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107033028/ld-getaway,2.0,-1,Trad,5.8,1,70,37.7263,-119.64275
Antique,"First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110302399/antique,2.0,-1,Trad,"5.7 R",1,180,37.74798,-119.59857
"No Rest For The Wicked","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112259844/no-rest-for-the-wicked,2.0,-1,Trad,5.11b,1,80,37.74908,-119.58015
"Move Like a Stud","Eastern Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112270103/move-like-a-stud,2.0,-1,Trad,"5.10d R",1,160,37.74702,-119.56893
[Redacted],"2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110301708/redacted,2.0,-1,Sport,5.11a,1,90,37.72965,-119.62316
"Scuz Ball","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107033020/scuz-ball,2.0,-1,Trad,5.7,1,70,37.7263,-119.64275
"Alcove Slabs","Southeast Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119747906/alcove-slabs,2.0,-1,TR,5.7,1,200,37.72855,-119.63636
"Absolutely Free, Right Side","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120516991/absolutely-free-right-side,2.0,-1,Trad,5.10,3,700,37.73378,-119.61232
"Nutty Buddy","2. Lower Brother > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/118063397/nutty-buddy,1.8,-1,Trad,5.8,2,115,37.73378,-119.61232
"Mindahoonee Wall","Upper Falls Trail and Columbia Point > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110337668/mindahoonee-wall,2.0,-1,Trad,5.11a,6,600,37.74697,-119.60275
"Rum Sodomy in the Lash","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120740152/rum-sodomy-in-the-lash,2.0,-1,Trad,"5.10d PG13",1,100,37.74724,-119.57128
"Bobby's Lobby","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108104427/bobbys-lobby,1.8,-1,"Trad, TR",5.10+,1,85,37.74499,-119.5999
"Thread of Life","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120739812/thread-of-life,2.0,-1,Trad,5.11a,1,90,37.72875,-119.63724
Essence,"1. Upper Eagle Creek > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/114331995/essence,2.0,-1,Trad,5.11b,4,400,37.73668,-119.62203
"The Prude","M. Mirror Lake > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112164531/the-prude,2.0,-1,Trad,5.9,1,150,37.7485,-119.54986
"Lingering Lie","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112243492/lingering-lie,1.8,-1,Trad,"5.10d R",1,60,37.7507,-119.59446
"Indubious Battle","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107436575/indubious-battle,2.0,-1,Trad,5.11a,1,150,37.73009,-119.63786
"Sow Sow Sow","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108102505/sow-sow-sow,2.0,-1,Trad,5.10a,2,200,37.72965,-119.62316
"Young and the Restless","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106679518/young-and-the-restless,2.0,-1,Trad,5.10c,1,140,37.74268,-119.60709
"Back To The Slammer","L. Apathy Buttress > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107356510/back-to-the-slammer,2.0,-1,Trad,5.10b,1,90,37.74494,-119.5538
"Stay Lady Stay Back","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111888808/stay-lady-stay-back,2.0,-1,Trad,5.10a,1,90,37.72965,-119.62316
"East Chimney","3. Rixon's Pinnacle > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107409633/east-chimney,2.0,-1,Trad,5.10a,3,350,37.73704,-119.61
"Anaphylactic Shock","B&B Buttress > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105967425/anaphylactic-shock,2.0,-1,Trad,5.11a,1,100,37.75141,-119.58431
"Sink Like A Stone","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107129640/sink-like-a-stone,2.0,-1,Sport,5.11d,1,80,37.72965,-119.62316
"Flamin' Fingers","B&B Buttress > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105967372/flamin-fingers,2.0,-1,Trad,5.11a,1,50,37.75141,-119.58431
Cheek,"5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105988546/cheek,1.8,-1,Trad,"5.10d R",1,100,37.74268,-119.60709
"I Smell Bacon!","B&B Buttress > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105967376/i-smell-bacon,2.0,-1,Trad,5.10c,1,130,37.75141,-119.58431
W'allnuts,"3. Nuts Only Cliff > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105877700/wallnuts,2.0,-1,Trad,5.10d,1,,37.7263,-119.64275
"Surplus Cheaper Hands","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105962396/surplus-cheaper-hands,1.5,-1,Trad,5.10a/b,1,80,37.74724,-119.57128
"Jacob's Ladder","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107319325/jacobs-ladder,1.5,-1,Trad,5.10c,1,90,37.74908,-119.58015
"Delectable Pinnacle, Right","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106836238/delectable-pinnacle-right,1.8,-1,Trad,5.7,2,160,37.73009,-119.63786
"Le Nocturne","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106612686/le-nocturne,1.7,-1,Trad,5.10a,1,80,37.72965,-119.62316
"Rupto Pac","Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106459544/rupto-pac,1.8,-1,"Trad, Sport","5.11c PG13",1,45,37.74873,-119.57265
Edge-u-cator,"2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107129618/edge-u-cator,1.8,-1,Trad,"5.11c R",1,90,37.72965,-119.62316
"Sorry Poopsie","2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107129605/sorry-poopsie,1.6,-1,Trad,5.8,1,90,37.72965,-119.62316
"Astro Spam","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106819349/astro-spam,1.6,-1,Trad,5.11a,1,90,37.74724,-119.57128
"Dreams of Thailand","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107094303/dreams-of-thailand,1.7,-1,Sport,5.11d,1,35,37.72843,-119.62458
"Gidget Goes to Yosemite","1. Schultz's Ridge > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110239685/gidget-goes-to-yosemite,1.5,-1,Sport,5.9,1,120,37.72843,-119.62458
"Tiny Tim","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108010097/tiny-tim,1.7,-1,Trad,"5.7 R",1,170,37.7507,-119.59446
"Aquarian Wall","2. Southwest Face > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/123368030/aquarian-wall,1.7,-1,"Trad, Aid","5.7 C2+",20,2000,37.73051,-119.63828
"Unnamed Face","A. Swan Slab > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/119374870/unnamed-face,1.3,-1,TR,5.7,1,40,37.74499,-119.5999
"Direct Route","I. Washington Column > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113069305/direct-route,1.2,-1,Trad,5.9,8,1200,37.74778,-119.559
"Royal Flush","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106611847/royal-flush,1.5,-1,Trad,5.10b/c,1,90,37.74724,-119.57128
"Pterodactyl Terrace, Right","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107863313/pterodactyl-terrace-right,1.5,-1,Trad,5.11b,1,110,37.72875,-119.63724
"Gold Rush","5. Ribbon Falls Amphitheater > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112876928/gold-rush,1.5,-1,"Trad, Aid","5.9 A2-",5,500,37.73456,-119.64807
"Double Trouble","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108063238/double-trouble,1.5,-1,Trad,5.10b,1,160,37.74724,-119.57128
Powerslave,"Lower Falls Amphitheater > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105867017/powerslave,1.5,-1,Trad,5.11b,1,,37.75124,-119.59748
"Childhood's End","4. The Folly > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111094077/childhoods-end,1.5,-1,Trad,5.11a,2,220,37.74177,-119.60763
Hammerhead,"2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/110301732/hammerhead,1.5,-1,Trad,5.11b,1,80,37.72965,-119.62316
Endorphin,"Western Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105939119/endorphin,1.3,-1,Trad,"5.11d PG13",2,250,37.74873,-119.57265
Prune,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109644500/prune,1.3,-1,Trad,5.10a,1,110,37.7507,-119.59446
"Sunnyside Pinnacle","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106612702/sunnyside-pinnacle,1.3,-1,Trad,5.10a,1,100,37.7507,-119.59446
"Andy Devine","4. Little Wing Area > A. Ribbon Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107033033/andy-devine,1.3,-1,Trad,5.7,1,70,37.7263,-119.64275
"Walk On the Water","G. Church Bowl > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/106611912/walk-on-the-water,1.3,-1,Sport,5.11a,1,90,37.74908,-119.58015
"Beer Pressure","5. Manure Pile Buttress (aka Ranger Rock) > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117945182/beer-pressure,1.0,-1,Trad,"5.10a R",1,100,37.73059,-119.619
"Peeping Tom","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121600959/peeping-tom,1.0,-1,Trad,5.10a,1,,37.74724,-119.57128
"Captain Hook, Right","The Slack to West Buttress > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107436614/captain-hook-right,1.0,-1,Trad,5.9,1,60,37.73009,-119.63786
Unknown,"Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/121601008/unknown,1.0,-1,Sport,"5.11- R",1,130,37.74724,-119.57128
"Werner's Crack","M. Mirror Lake > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112164551/werners-crack,1.0,-1,Trad,5.8,2,150,37.7485,-119.54986
Jughead,"First Tier > Five Open Books > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107117947/jughead,1.0,-1,Trad,"5.8 R",1,150,37.74798,-119.59857
Blueballed,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/108010077/blueballed,1.0,-1,Trad,5.10b,1,70,37.7507,-119.59446
"The Buttocks","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/105988540/the-buttocks,1.0,-1,Trad,5.9,1,100,37.74268,-119.60709
"Way Homo Spurm Burpers from Fresno","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/120740173/way-homo-spurm-burpers-from-fresno,1.0,-1,Trad,5.10c,1,60,37.74724,-119.57128
"Pygmy Pillar","Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/107362667/pygmy-pillar,1.0,-1,Trad,5.7,1,105,37.7507,-119.59446
"Dust in the Wind","Moby Dick and Pterodactyl Terrace > Southwest Base > 1. Base Routes > B. El Capitan > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117657883/dust-in-the-wind,1.0,-1,Trad,"5.9 PG13",1,,37.72875,-119.63724
"Good Ol' Boy","5. Camp 4 Wall > D. Camp 4 Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/112222349/good-ol-boy,1.0,-1,"Trad, Aid","5.9 A2",12,1500,37.74268,-119.60709
Ribald,"Sunnyside Bench > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117633296/ribald,1.0,-1,Trad,"5.9 PG13",4,,37.7507,-119.59446
"Montgomery Cliff","Upper Falls Trail and Columbia Point > E. Yosemite Falls Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/109534965/montgomery-cliff,1.0,-1,Sport,5.11d,1,80,37.74697,-119.60275
"Distant Driver","Central Royal Arches > Royal Arches > H. Royal Arches Area > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/117975661/distant-driver,1.0,-1,Trad,"5.10d PG13",1,100,37.74724,-119.57128
"Police State","Lehamite Falls > F. Indian Canyon > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/113456409/police-state,1.0,-1,Trad,5.10a,1,100,37.75902,-119.58155
Goodhead,"2. Loggerhead Buttress > C. El Cap Picnic Area (Eagle Creek) > Valley North Side > Yosemite Valley > Yosemite National Park > California",https://www.mountainproject.com/route/111784526/goodhead,1.0,-1,Sport,5.11c,1,60,37.72965,-119.62316
